Country,Brannd,Model,Storage Variant,Color 1,Color 2,Color 3,Color 4,Color 5,Color 6,Color 7,Color 8,Color 9,Color 10,Color 11,Color 12,Color 13,Color 14
Finland,Samsung,S22,128 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,,
Finland,Samsung,S22,256 GB,Bora Purple,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,
Finland,Samsung,S22 Ultra,1 TB,Burgundy,Green,Phantom Black,White,,,,,,,,,,
Finland,Samsung,S22 Ultra,128 GB,Burgundy,Green,Phantom Black,White,,,,,,,,,,
Finland,Samsung,S22 Ultra,256 GB,Burgundy,Green,Phantom Black,White,,,,,,,,,,
Finland,Samsung,S22 Ultra,512 GB,Burgundy,Green,Phantom Black,White,,,,,,,,,,
Finland,Samsung,S22+,128 GB,Black,Cream,Graphite,Green,Pink Gold,Sky Blue,Violet,White,,,,,,
Finland,Samsung,S22+,256 GB,Black,Cream,Graphite,Green,Pink Gold,Sky Blue,Violet,White,,,,,,
Finland,Samsung,S23,128,Cream,Graphite,Green,Lavender,Lime,Phantom Black,,,,,,,,
Finland,Samsung,S23,256,Cream,Graphite,Green,Lavender,Lime,Phantom Black,,,,,,,,
Finland,Samsung,S23,128 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Finland,Samsung,S23,256 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Finland,Samsung,S23 FE,128,Cream,Graphite,Indigo,Mint,Purple,Tangerine,,,,,,,,
Finland,Samsung,S23 FE,256,Cream,Graphite,Indigo,Mint,Purple,Tangerine,,,,,,,,
Finland,Samsung,S23 Ultra,1024,Ed,Graphite,Green,Lime,Phantom Black,Sky Blue,,,,,,,,
Finland,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Finland,Samsung,S23 Ultra,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Finland,Samsung,S23 Ultra,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Finland,Samsung,S23+,1 TB,Black,Cream,Green,Lavender,,,,,,,,,,
Finland,Samsung,S23+,256 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Finland,Samsung,S23+,512 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Finland,Samsung,S24,128,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Finland,Samsung,S24,256,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Finland,Samsung,S24 Ultra,256,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Finland,Samsung,S24 Ultra,512,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Finland,Samsung,S24 Ultra,1024,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Finland,Samsung,S24+,256,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Finland,Samsung,S24+,512,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Finland,Samsung,Z Flip5,256,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Finland,Samsung,Z Flip5,512,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Finland,Samsung,Z Fold5,256,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Finland,Samsung,Z Fold5,512,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
France,Samsung,A34,128 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
France,Samsung,A34,256 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
France,Samsung,A54,128 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
France,Samsung,A54,256 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
France,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,White Titanium,,,,,,,
France,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,White Titanium,,,,,,,
France,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
France,Apple,i13,512 GB ,(PRODUCT) RED,Blue,Green,Midnight,Pink,White Titanium,,,,,,,,
France,Apple,i13 Mini,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
France,Apple,i13 Mini,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
France,Apple,i13 Mini,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
France,Apple,i13 Pro,1 TB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro,128 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro,256 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro,512 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro Max,1 TB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro Max,128 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro Max,256 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i13 Pro Max,512 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
France,Apple,i14,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
France,Apple,i14 Pro,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro Max,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro Max,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro Max,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i14 Pro Max,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
France,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
France,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
France,Apple,iSE2,128 GB,(PRODUCT) RED,Black,White,,,,,,,,,,,
France,Apple,iSE2,256 GB,(PRODUCT) RED,Black,White,,,,,,,,,,,
France,Apple,iSE2,64 GB,(PRODUCT) RED,Black,White,,,,,,,,,,,
France,Apple,iSE3,128 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
France,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
France,Apple,iSE3,64 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
France,Samsung,S21,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
France,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
France,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
France,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
France,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
France,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
France,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
France,Samsung,S22,128 GB,Black,Cream,Green,Grey,Lavender,Pink,Purple,Sky Blue,White,,,,,
France,Samsung,S22,256 GB,Black,Cream,Green,Grey,Lavender,Pink,Purple,Sky Blue,White,,,,,
France,Samsung,S22 Ultra,1 TB,Black,Burgundy,Graphite,Red,Sky Blue,,,,,,,,,
France,Samsung,S22 Ultra,128 GB,Black,Brown,Burgundy,Graphite,Phantom Black,Red,Sky Blue,White,,,,,,
France,Samsung,S22 Ultra,256 GB,Black,Brown,Burgundy,Graphite,Green,Phantom Black,Red,Sky Blue,White,,,,,
France,Samsung,S22 Ultra,512 GB,Black,Brown,Burgundy,Graphite,Grey,Phantom Black,Red,Sky Blue,White,,,,,
France,Samsung,S22+,128 GB,Black,Cream,Green,Grey,Pink,Purple,Sky Blue,,,,,,,
France,Samsung,S22+,256 GB,Black,Cream,Green,Grey,Pink,Purple,Sky Blue,White,,,,,,
France,Samsung,S23,128 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
France,Samsung,S23,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
France,Samsung,S23 FE,128 GB,Blue,Cream,Graphite,Green,Orange,Violet,,,,,,,,
France,Samsung,S23 FE,256 GB,Blue,Cream,Graphite,Green,Orange,Violet,,,,,,,,
France,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
France,Samsung,S23 Ultra,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
France,Samsung,S23 Ultra,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
France,Samsung,S23+,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
France,Samsung,S23+,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
France,Samsung,S24,128 GB,Blue,Green,Orange,,,,,,,,,,,
France,Samsung,S24,256 GB,Blue,Green,Orange,,,,,,,,,,,
France,Samsung,S24 Ultra,1 TB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
France,Samsung,S24 Ultra,256 GB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
France,Samsung,S24 Ultra,512 GB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
France,Samsung,S24+,256 GB,Blue,Green,Orange,,,,,,,,,,,
France,Samsung,S24+,512 GB,Blue,Green,Orange,,,,,,,,,,,
France,Samsung,Z Flip3,128 GB,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,,,,,
France,Samsung,Z Flip3,256 GB,Grey,Phantom Black,Pink,White,,,,,,,,,,
France,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
France,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
France,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
France,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
France,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
France,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
France,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Silver,,,,,,,,,,,,
France,Samsung,Z Fold4,1 TB,Beige,Burgundy,Green,Grey Green,Phantom Black,,,,,,,,,
France,Samsung,Z Fold4,256 GB,Beige,Burgundy,Green,Grey Green,Phantom Black,,,,,,,,,
France,Samsung,Z Fold4,512 GB,Beige,Burgundy,Green,Grey Green,Phantom Black,,,,,,,,,
France,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
France,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
France,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Germany,Samsung,A34,128 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Graphite,Lime,Violet,White,,,,,,
Germany,Samsung,A34,256 GB,Graphite,Lime,Violet,White,,,,,,,,,,
Germany,Samsung,A52,128 GB,Black,Mint,Violet,White,,,,,,,,,,
Germany,Samsung,A52,256 GB,Black,Mint,Violet,White,,,,,,,,,,
Germany,Samsung,A53,128 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,Black,Blue,Peach,White,,,,,,
Germany,Samsung,A53,256 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,Black,Blue,Peach,White,,,,,,
Germany,Samsung,A54,128 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Graphite,Lime,Violet,White,,,,,,
Germany,Samsung,A54,256 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Graphite,Lime,Violet,White,,,,,,
Germany,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Germany,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Germany,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Germany,Apple,i13 Mini,128 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Germany,Apple,i13 Mini,256 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Germany,Apple,i13 Mini,512 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Germany,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Germany,Apple,i14,128 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14,256 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14,512 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Gelb,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,
Germany,Apple,i14 Pro,1 TB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro,128 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro,256 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro,512 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro Max,1 TB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro Max,128 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro Max,256 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i14 Pro Max,512 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Germany,Apple,i15,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Germany,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Germany,Apple,iSE3,128 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Germany,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Germany,Apple,iSE3,64 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Germany,Samsung,S21,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Germany,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Germany,Samsung,S21 FE,128 GB,Graphite,Lavender,Olive,White,,,,,,,,,,
Germany,Samsung,S21 FE,256 GB,Graphite,Lavender,Olive,White,,,,,,,,,,
Germany,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Germany,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Germany,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Germany,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Germany,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Germany,Samsung,S22,128 GB,Bora Purple,Cream,Graphite,Green,Phantom Black,Phantom White,Pink Gold,Sky Blue,Violet,,,,,
Germany,Samsung,S22,256 GB,Bora Purple,Cream,Graphite,Green,Phantom Black,Phantom White,Pink Gold,Sky Blue,Violet,,,,,
Germany,Samsung,S22 Ultra,1 TB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Germany,Samsung,S22 Ultra,128 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Germany,Samsung,S22 Ultra,256 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Germany,Samsung,S22 Ultra,512 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Germany,Samsung,S22+,128 GB,Cream,Graphite,Green,Phantom Black,Pink Gold,Sky Blue,Violet,,,,,,,
Germany,Samsung,S22+,256 GB,Cream,Graphite,Green,Phantom Black,Pink Gold,Sky Blue,Violet,,,,,,,
Germany,Samsung,S23,128 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S23,256 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S23 FE,128 GB,Cream,Graphite,Mint,Purple,,,,,,,,,,
Germany,Samsung,S23 FE,256 GB,Cream,Graphite,Mint,Purple,,,,,,,,,,
Germany,Samsung,S23 Ultra,256 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S23 Ultra,512 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S23+,256 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S23+,512 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Germany,Samsung,S24,128 GB,Amber Yellow,Cobalt Violet,Marble Grey,Onyx Black,,,,,,,,,,
Germany,Samsung,S24,256 GB,Amber Yellow,Cobalt Violet,Marble Grey,Onyx Black,,,,,,,,,,
Germany,Samsung,S24 Ultra,1 TB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Germany,Samsung,S24 Ultra,256 GB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Germany,Samsung,S24 Ultra,512 GB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Germany,Samsung,S24+,256 GB,Amber Yellow,Cobalt Violet,Marble Grey,Onyx Black,,,,,,,,,,
Germany,Samsung,S24+,512 GB,Amber Yellow,Cobalt Violet,Marble Grey,Onyx Black,,,,,,,,,,
Germany,Samsung,Z Flip3,128 GB,Cream,Green,Grey,Lavender,Phantom Black,White,,,,,,,,
Germany,Samsung,Z Flip3,256 GB,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,,,,,
Germany,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Germany,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Germany,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Germany,Samsung,Z Flip5,256 GB,Cream,Graphite,Lavender,Mint,,,,,,,,,,
Germany,Samsung,Z Flip5,512 GB,Cream,Graphite,Lavender,Mint,,,,,,,,,,
Germany,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
Germany,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
Germany,Samsung,Z Fold4,1 TB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Germany,Samsung,Z Fold4,256 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Germany,Samsung,Z Fold4,512 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Germany,Samsung,Z Fold5,1 TB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Germany,Samsung,Z Fold5,256 GB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Germany,Samsung,Z Fold5,512 GB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Hungary,Samsung,A34,128 GB,Black,Graphite,Green,Grey,Lavender,Lime,Silver,,,,,,,
Hungary,Samsung,A34,256 GB,Black,Graphite,Green,Grey,Lavender,Lime,Silver,,,,,,,
Hungary,Samsung,A54,128 GB,Black,Graphite,Grey,Lavender,Lime,Silver,,,,,,,,
Hungary,Samsung,A54,256 GB,Black,Graphite,Lavender,Lime,Silver,,,,,,,,,
Hungary,Apple,i12,128 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12,256 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12 Mini,128 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12 Mini,256 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12 Mini,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Hungary,Apple,i12 Pro,128 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i12 Pro,256 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i12 Pro,512 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i12 Pro Max,128 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i12 Pro Max,256 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i12 Pro Max,512 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Hungary,Apple,i13,128 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,White Titanium,,,,
Hungary,Apple,i13,256 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,White Titanium,,,,
