Country,Brannd,Model,Storage Variant,Color 1,Color 2,Color 3,Color 4,Color 5,Color 6,Color 7,Color 8,Color 9,Color 10,Color 11,Color 12,Color 13,Color 14
Lithuania,Samsung,A54,256 GB,Black,Light Green,Light Purple,Silver,,,,,,,,,,
Lithuania,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Lithuania,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Lithuania,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Polaris,Red,Rose,Starlight,,,,,
Lithuania,Apple,i13 Mini,128 GB,Blue,Green,Midnight,Midnight Black,Pink,Polaris,Red,Rose,Starlight,,,,,
Lithuania,Apple,i13 Mini,256 GB,Blue,Green,Midnight,Midnight Black,Pink,Polaris,Red,Rose,Starlight,,,,,
Lithuania,Apple,i13 Mini,512 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Lithuania,Apple,i14,128 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14,256 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14,512 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Midnight,Polaris,Purple,Red,Starlight,Violet,Yellow,,,,,
Lithuania,Apple,i14 Pro,1 TB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro,128 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro,256 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro,512 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro Max,1 TB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro Max,128 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro Max,256 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i14 Pro Max,512 GB,Dark Purple,Gold,Silver,Space Black,,,,,,,,,,
Lithuania,Apple,i15,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Lithuania,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,White Titanium,,,,,,
Lithuania,Apple,iSE3,128 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Lithuania,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Lithuania,Apple,iSE3,64 GB,(PRODUCT) RED,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,
Lithuania,Samsung,S22,128 GB,Bora Purple,Green,Phantom Black,Pink Gold,,,,,,,,,,
Lithuania,Samsung,S22,256 GB,Bora Purple,Green,Phantom Black,Pink Gold,,,,,,,,,,
Lithuania,Samsung,S22 Ultra,128 GB,Burgundy,Phantom Black,,,,,,,,,,,,
Lithuania,Samsung,S22 Ultra,256 GB,Burgundy,Phantom Black,,,,,,,,,,,,
Lithuania,Samsung,S22 Ultra,512 GB,Burgundy,Phantom Black,,,,,,,,,,,,
Lithuania,Samsung,S22+,128 GB,Green,Phantom Black,Phantom White,Rose Gold,,,,,,,,,,
Lithuania,Samsung,S22+,256 GB,Green,Phantom Black,Phantom White,Rose Gold,,,,,,,,,,
Lithuania,Samsung,S23,128 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23 FE,128 GB,Cream,Graphite,Orange,Purple,Years,,,,,,,,,
Lithuania,Samsung,S23 FE,256 GB,Cream,Graphite,Purple,Years,,,,,,,,,,
Lithuania,Samsung,S23 Ultra,1 TB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23 Ultra,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23 Ultra,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23+,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S23+,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Lithuania,Samsung,S24,128 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Lithuania,Samsung,S24,256 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Lithuania,Samsung,S24 Ultra,1 TB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Lithuania,Samsung,S24 Ultra,256 GB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Lithuania,Samsung,S24 Ultra,512 GB,Titanium Black,Titanium Grey,Titanium Violet,Titanium Yellow,,,,,,,,,,
Lithuania,Samsung,S24+,256 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Lithuania,Samsung,S24+,512 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Lithuania,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Lithuania,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Lithuania,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Lithuania,Samsung,Z Flip5,256 GB,Cream,Graphite,Lavender,Years,,,,,,,,,,
Lithuania,Samsung,Z Flip5,512 GB,Cream,Graphite,Lavender,Years,,,,,,,,,,
Lithuania,Samsung,Z Fold4,1 TB,Grey Green,Sand,,,,,,,,,,,,
Lithuania,Samsung,Z Fold4,256 GB,Grey Green,Sand,,,,,,,,,,,,
Lithuania,Samsung,Z Fold4,512 GB,Grey Green,Sand,,,,,,,,,,,,
Lithuania,Samsung,Z Fold5,1 TB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Lithuania,Samsung,Z Fold5,256 GB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Lithuania,Samsung,Z Fold5,512 GB,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Netherlands,Samsung,A34,128 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,Graphite,Lavender,Lime,Silver,,,,,,
Netherlands,Samsung,A34,256 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,Graphite,Lavender,Lime,Silver,,,,,,
Netherlands,Samsung,A54,128 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Graphite,Lavender,Lime,Silver,,,,,,
Netherlands,Samsung,A54,256 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Graphite,Lavender,Lime,Silver,,,,,,
Netherlands,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13 Mini,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13 Mini,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13 Mini,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Netherlands,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Netherlands,Apple,i14,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Netherlands,Apple,i14 Pro,1 TB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro,128 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro,256 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro,512 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro Max,1 TB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro Max,128 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro Max,256 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i14 Pro Max,512 GB,Black,Deep Purple,Gold,Silver,,,,,,,,,,
Netherlands,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Netherlands,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Netherlands,Apple,iSE2,128 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
Netherlands,Apple,iSE2,256 GB,(PRODUCT) RED,Black,White,,,,,,,,,,,
Netherlands,Apple,iSE2,64 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
Netherlands,Apple,iSE3,128 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Netherlands,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Netherlands,Apple,iSE3,64 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Netherlands,Samsung,S21,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Netherlands,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Netherlands,Samsung,S21 FE,128 GB,Graphite,Lavender,Olive,White,,,,,,,,,,
Netherlands,Samsung,S21 FE,256 GB,Graphite,Olive,,,,,,,,,,,,
Netherlands,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Netherlands,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Netherlands,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Netherlands,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Netherlands,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Netherlands,Samsung,S22,128 GB,Bora Purple,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,
Netherlands,Samsung,S22,256 GB,Bora Purple,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,
Netherlands,Samsung,S22 Ultra,1 TB,Burgundy,Green,Phantom Black,Phantom White,,,,,,,,,,
Netherlands,Samsung,S22 Ultra,128 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Netherlands,Samsung,S22 Ultra,256 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Netherlands,Samsung,S22 Ultra,512 GB,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,,,,,,,
Netherlands,Samsung,S22+,128 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,,
Netherlands,Samsung,S22+,256 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,,,,
Netherlands,Samsung,S23,128 GB,Cream,Graphite,Green,Lavender,Lime,Phantom Black,Phatom Black,,,,,,,
Netherlands,Samsung,S23,256 GB,Cream,Graphite,Green,Lavender,Lime,Phantom Black,Phatom Black,,,,,,,
Netherlands,Samsung,S23 FE,128 GB,Cream,Graphite,Indigo,Mint,Purple,Tangerine,,,,,,,,
Netherlands,Samsung,S23 FE,256 GB,Cream,Graphite,Indigo,Mint,Purple,Tangerine,,,,,,,,
Netherlands,Samsung,S23 Ultra,1 TB,Cream,Graphite,Green,Lavender,Lime,Phantom Black,Phatom Black,Red,Sky Blue,,,,,
Netherlands,Samsung,S23 Ultra,256 GB,Cream,Graphite,Green,Lavender,Lime,Phantom Black,Phatom Black,Red,Sky Blue,,,,,
Netherlands,Samsung,S23 Ultra,512 GB,Cream,Graphite,Green,Lavender,Lime,Phantom Black,Phatom Black,Red,,,,,,
Netherlands,Samsung,S23+,256 GB,Cream,Green,Lavender,Phantom Black,Phatom Black,,,,,,,,,
Netherlands,Samsung,S23+,512 GB,Cream,Green,Lavender,Phantom Black,Phatom Black,,,,,,,,,
Netherlands,Samsung,S24,128 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Netherlands,Samsung,S24,256 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Netherlands,Samsung,S24 Ultra,1 TB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Netherlands,Samsung,S24 Ultra,256 GB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Netherlands,Samsung,S24 Ultra,512 GB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Netherlands,Samsung,S24+,256 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Netherlands,Samsung,S24+,512 GB,Amber Yellow,Cobalt Violet,Jade Green,Marble Grey,Onyx Black,Sandstone Orange,Sapphire Blue,,,,,,,
Netherlands,Samsung,Z Flip3,128 GB,Phantom Black,Phantom Green,Phantom Lavender,,,,,,,,,,,
Netherlands,Samsung,Z Flip3,256 GB,Phantom Black,Phantom Green,Phantom Lavender,,,,,,,,,,,
Netherlands,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Netherlands,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Netherlands,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Netherlands,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Netherlands,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Netherlands,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
Netherlands,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
Netherlands,Samsung,Z Fold4,1 TB,Beige,Grey Green,Phantom Black,,,,,,,,,,,
Netherlands,Samsung,Z Fold4,256 GB,Beige,Grey Green,Phantom Black,Phatom Black,,,,,,,,,,
Netherlands,Samsung,Z Fold4,512 GB,Beige,Grey Green,Phantom Black,,,,,,,,,,,
Netherlands,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Netherlands,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Netherlands,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Norway,Samsung,A34,128 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,
Norway,Samsung,A34,256 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,
Norway,Samsung,A52,128 GB,Awesome Black,Awesome Blue,Awesome Violet,Awesome White,,,,,,,,,,
Norway,Samsung,A53,128 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,,,,,,,,,,
Norway,Samsung,A53,256 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,,,,,,,,,,
Norway,Samsung,A54,128 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,
Norway,Samsung,A54,256 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,
Norway,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,Starlight,,,,,,,
Norway,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,Starlight,,,,,,,
Norway,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,Starlight,,,,,,,
Norway,Apple,i13 Mini,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,,,,,,,,
Norway,Apple,i13 Mini,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,,,,,,,,
Norway,Apple,i13 Mini,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Star Skin,,,,,,,,
Norway,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,,,,
Norway,Apple,i14,128 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14,256 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14,512 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14 Plus,128 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14 Plus,256 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14 Plus,512 GB,(PRODUCT) RED,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,,,,
Norway,Apple,i14 Pro,1 TB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro,128 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro,256 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro,512 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro Max,1 TB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro Max,128 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro Max,256 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i14 Pro Max,512 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,,,,
Norway,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Norway,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Norway,Apple,iSE2,128 GB,(PRODUCT) RED,Black,PRODUCT (Red),White,,,,,,,,,,
Norway,Apple,iSE2,256 GB,(PRODUCT) RED,Black,PRODUCT (Red),White,,,,,,,,,,
Norway,Apple,iSE2,64 GB,(PRODUCT) RED,Black,PRODUCT (Red),White,,,,,,,,,,
Norway,Apple,iSE3,128 GB,(PRODUCT) RED,Black,Midnight,Star Skin,Starlight,White,,,,,,,,
Norway,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,Star Skin,Starlight,,,,,,,,,,
Norway,Apple,iSE3,64 GB,(PRODUCT) RED,Black,Midnight,Star Skin,Starlight,White,,,,,,,,
Norway,Samsung,S21,128 GB,Grey,Pink,Violet,White,,,,,,,,,,
Norway,Samsung,S21,256 GB,Grey,Pink,Violet,White,,,,,,,,,,
Norway,Samsung,S21 FE,128 GB,Graphite,Green,Lavender,Olive,White,,,,,,,,,
Norway,Samsung,S21 FE,256 GB,Graphite,Green,Lavender,Olive,White,,,,,,,,,
Norway,Samsung,S21 Ultra,128 GB,Black,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,,,,,,
Norway,Samsung,S21 Ultra,256 GB,Black,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,,,,,,
Norway,Samsung,S21 Ultra,512 GB,Black,Brown,Navy,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,,,,
Norway,Samsung,S21+,128 GB,Black,Gold,Red,Silver,Violet,,,,,,,,,
Norway,Samsung,S21+,256 GB,Black,Gold,Red,Silver,Violet,,,,,,,,,
